class_no,sect_no,class_number,class_name,place,entry_no,horse,rider,owner,score,prize
28623,10315,643,1.30m Jumper II.2d,,1913,Boleybawn Rolo,Bryce P. Richardson,Molly A. Kenney,,
28623,10315,643,1.30m Jumper II.2d,,1962,Isla De Coco,Lauren E. Hough,Anne W. Eldridge,,
28623,10315,643,1.30m Jumper II.2d,,1972,Celia,Gonzalo Guevara,Gonzalo Guevara,,
28623,10315,643,1.30m Jumper II.2d,,1996,Thor Jr,Ali Arbabi,Kalany Stables,,
28623,10315,643,1.30m Jumper II.2d,,2027,Lagegonda Fz,Clark Montgomery,Capital Equine LLC,,
28623,10315,643,1.30m Jumper II.2d,,2044,El Paqui 111 Z,Johan Kachelhoffer,Johan Kachelhoffer,,
28623,10315,643,1.30m Jumper II.2d,,2052,Hamilton Cb,Kristen Franz,Kristen Franz,,
28623,10315,643,1.30m Jumper II.2d,,2198,Nicolaars,Peyton Hunt,Mark Domitrovich,,
28623,10315,643,1.30m Jumper II.2d,,2334,Mtm Wingman,Ellham Memari,Mtm Farm,,
28623,10315,643,1.30m Jumper II.2d,,2367,Khadiri,Jake Evans,Summer Smith,,
28623,10315,643,1.30m Jumper II.2d,,2376,O.hannah Tp,Juan Carlos Arriaga Radilla,Carlos Aguirre,,
28623,10315,643,1.30m Jumper II.2d,,2433,Niargentus,Agustin Rosales,Agustin Rosales,,
28624,10315,644,1.30m Jumper II.2b,1,2353,Undertaker 7,Lexi Scovil,Lexi Scovil,,
28624,10315,644,1.30m Jumper II.2b,2,1536,Los Algarrobos Utah,Pato Muente,Pato Muente,,
28624,10315,644,1.30m Jumper II.2b,3,1512,Jamaica,Paige Jones,"Amberfax Farm, Inc",,
28624,10315,644,1.30m Jumper II.2b,4,1994,Marjolita,Molly Frei,Frei Equestrian LLC,,
28624,10315,644,1.30m Jumper II.2b,5,1408,Concara Ps,Diego Bedoya,Nrg Farm LLC,,
28624,10315,644,1.30m Jumper II.2b,6,2204,5o1 Stakkatol's Dream,Jacob Fletcher,Fletcher Farms,,
28624,10315,644,1.30m Jumper II.2b,7,2334,Mtm Wingman,Ellham Memari,Mtm Farm,,
28624,10315,644,1.30m Jumper II.2b,8,1211,Charly Brown 353,Maya Denis,"Procedures, Inc",,
28624,10315,644,1.30m Jumper II.2b,,1546,Tupac Van De Vrombautshoeve Z,Paige Jones,"Amberfax Farm, Inc",,
28624,10315,644,1.30m Jumper II.2b,,1696,Kinmar Candy Hero,Declan Egan,Oakland Ventures LLC,,
28624,10315,644,1.30m Jumper II.2b,,1750,Marley Vdl,Kyndal Mantuano,John Giza,,
28624,10315,644,1.30m Jumper II.2b,,1853,Indiana De Riverland,Declan Egan,Izabella Mcnerney,,
28624,10315,644,1.30m Jumper II.2b,,1913,Boleybawn Rolo,Bryce P. Richardson,Molly A. Kenney,,
28624,10315,644,1.30m Jumper II.2b,,2027,Lagegonda Fz,Clark Montgomery,Capital Equine LLC,,
28624,10315,644,1.30m Jumper II.2b,,2315,Mtm Caden,Ellham Memari,Davenport Farms,,
28624,10315,644,1.30m Jumper II.2b,,2339,KS Emperor,Maleah Lang Mcmahon,Maleah Lang Mcmahon,,
28624,10315,644,1.30m Jumper II.2b,,2433,Niargentus,Agustin Rosales,Agustin Rosales,,
28625,10317,645,1.35m Jumper II.1,1,1903,Caleo S,Scott Keach,Mary Pahides,,
28625,10317,645,1.35m Jumper II.1,2,1906,Vinardi Vh Haringvliet Z,Scott Keach,Scott Keach,,
28625,10317,645,1.35m Jumper II.1,3,1951,Mtm Can Talk To Me,Tracy Fenney,Nina K. Koloseike,,
28625,10317,645,1.35m Jumper II.1,4,1414,Maestro B,Diego Loria,Diego Loria,,
28625,10317,645,1.35m Jumper II.1,5,1667,Ferdita,Ana Cristina Rodriguez,Juan A. Rodriguez Silva,,
28625,10317,645,1.35m Jumper II.1,6,1416,Nova,Juan A. Rodriguez Silva,Diego Loria,,
28625,10317,645,1.35m Jumper II.1,7,2331,Mtm Tabitha,Tracy Fenney,Mtm Farm,,
28625,10317,645,1.35m Jumper II.1,8,1952,Mtm Neato,Tracy Fenney,Unknown Person,,
28625,10317,645,1.35m Jumper II.1,9,1905,Havane De Cuvry,Scott Keach,Molly Duda,,
28625,10317,645,1.35m Jumper II.1,,1481,Limerick,Taylor Manning,Taylor Manning,,
28625,10317,645,1.35m Jumper II.1,,1535,Diazino Ps,Pato Muente,Pato Muente,,
28625,10317,645,1.35m Jumper II.1,,1719,Harthill Magician,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28625,10317,645,1.35m Jumper II.1,,1733,Hudson,Amanda Flint,Amanda Flint,,
28625,10317,645,1.35m Jumper II.1,,1965,Conlugo Ps,Lawson Whitaker,Lawson Whitaker,,
28625,10317,645,1.35m Jumper II.1,,2038,Okidoki Van De Renthoeve,Lucia Rivas,Bonne Chance Farm,,
28626,10317,646,1.35m Jumper II.2d,1,1412,Quala Vd Rollebeek,Diego Bedoya,Nrg Farm LLC,,
28626,10317,646,1.35m Jumper II.2d,2,2195,Hagelin,Sharn L. Wordley,Della Wordley,,
28626,10317,646,1.35m Jumper II.2d,3,2194,Conto Blanco 4,Sharn L. Wordley,Della Wordley,,
28626,10317,646,1.35m Jumper II.2d,4,1695,I Jump D'authuit,Declan Egan,Laura Connolly,,
28626,10317,646,1.35m Jumper II.2d,5,2193,Brin D'or De Haute Melen Z,Sharn L. Wordley,Della Wordley,,
28626,10317,646,1.35m Jumper II.2d,6,2354,Kleopatra Hero Z,Luke Sassi,Ashley Govan,,
28626,10317,646,1.35m Jumper II.2d,7,1407,Casamigos,Diego Bedoya,Nrg Farm LLC,,
28626,10317,646,1.35m Jumper II.2d,8,2331,Mtm Tabitha,Tracy Fenney,Mtm Farm,,
28626,10317,646,1.35m Jumper II.2d,,1409,Condialuba Ps,Diego Bedoya,Nrg Farm LLC,,
28626,10317,646,1.35m Jumper II.2d,,1952,Mtm Neato,Tracy Fenney,Unknown Person,,
28626,10317,646,1.35m Jumper II.2d,,2356,Bull Run's Risen,Annie Goldstein,Della Wordley,,
28627,10317,647,1.35m Jumper II.2b,1,1415,Nijerite,Diego Loria,Diego Loria,,
28627,10317,647,1.35m Jumper II.2b,2,1719,Harthill Magician,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28627,10317,647,1.35m Jumper II.2b,3,1734,Irvington Vdl,Amanda Flint,Amanda Flint,,
28627,10317,647,1.35m Jumper II.2b,4,1995,Camino Imperio Egípcio,Ali Arbabi,Sigma Stables LLC,,
28627,10317,647,1.35m Jumper II.2b,5,1481,Limerick,Taylor Manning,Taylor Manning,,
28627,10317,647,1.35m Jumper II.2b,6,1962,Isla De Coco,Lauren E. Hough,Anne W. Eldridge,,
28627,10317,647,1.35m Jumper II.2b,7,1733,Hudson,Amanda Flint,Amanda Flint,,
28627,10317,647,1.35m Jumper II.2b,8,1709,Headleys Kinetic,Anne L. Bingler,Anne L. Bingler,,
28627,10317,647,1.35m Jumper II.2b,,1996,Thor Jr,Ali Arbabi,Kalany Stables,,
28627,10317,647,1.35m Jumper II.2b,,2020,Kannador,Clark Montgomery,Unknown Person,,
28629,10318,649,1.40m Jumper II.1,1,1953,Mtm Pablo,Tracy Fenney,Davenport Farms,,
28629,10318,649,1.40m Jumper II.1,2,1017,Défi De La Roque,Juan Benítez,Camille Pacheco,,
28629,10318,649,1.40m Jumper II.1,3,2338,Central Park,Maleah Lang Mcmahon,Maleah Lang Mcmahon,,
28629,10318,649,1.40m Jumper II.1,4,1916,Hhf Levison's Pride,Bryce P. Richardson,Quintessence International,,
28629,10318,649,1.40m Jumper II.1,5,1693,Goliath De L’ Eldorado,Declan Egan,Bailey P. Tims-Ferira,,
28629,10318,649,1.40m Jumper II.1,6,1960,Candeux,Lauren E. Hough,"Abs Candeux, LLC",,
28629,10318,649,1.40m Jumper II.1,7,1969,Flora De Riverland,Dani Gascoigne,York Story,,
28629,10318,649,1.40m Jumper II.1,8,1734,Irvington Vdl,Amanda Flint,Amanda Flint,,
28637,0,654,.80m Jumper Open IV.1,1,1561,Sir Paul,Emily Rodgers,Cassidy Warren,,
28637,0,654,.80m Jumper Open IV.1,2,1431,Vivaz,Kyndal Mantuano,Michael P. Doyle,,
28637,0,654,.80m Jumper Open IV.1,3,1532,Tipsy,Kamryn Stewart,Gabriella Diaz De Arce,,
28637,0,654,.80m Jumper Open IV.1,4,1986,Rebellious Actress,Kyndal Mantuano,Maja Turkanik,,
33427,0,655,.85m Jumper Open II.1,1,1729,Caleto,Victoria Free Knott,Victoria Free Knott,,
33427,0,655,.85m Jumper Open II.1,2,2046,Wineport Rio Grande,Liza Guettler,Liza Guettler,,
33427,0,655,.85m Jumper Open II.1,3,1914,D’or E’cureuil,Bryce P. Richardson,Caitlin J. Andersen,,
33427,0,655,.85m Jumper Open II.1,4,2059,G Star RW,Bobby Malmrose,Bobby Malmrose,,
33427,0,655,.85m Jumper Open II.1,5,1480,Ameko Chaccord,Taylor Manning,Kari Gilley,,
28825,0,680,.90m Young Jumpers II,1,1726,As You Are,Miro Frey,Stephanie Frey,,
28825,0,680,.90m Young Jumpers II,1,2340,Penelope De La Fresnière,Luke Sassi,Ashley Govan,,
28825,0,680,.90m Young Jumpers II,1,1855,V Billy Brooklin,Juan Andres Larrazabal,Karen Gamble,,
28825,0,680,.90m Young Jumpers II,1,1980,Princess Peach Na,Christoph Schroeder,Wellex Sporthorses,,
28825,0,680,.90m Young Jumpers II,1,1737,Vienna Van't Kiezelhof Lhf,Marcus Gruenthal,Linda Bammann,,
28825,0,680,.90m Young Jumpers II,6,1435,Hellcat,Megan O'Brien,Megan O'Brien,,
28825,0,680,.90m Young Jumpers II,,2431,Virgules Balou Van 'T Neerhof,Alexandra Goetze Bell,Mi Casa Stable Holdings Inc.,,
28826,0,681,.90m Young Jumpers II,1,2340,Penelope De La Fresnière,Luke Sassi,Ashley Govan,,
28826,0,681,.90m Young Jumpers II,1,1855,V Billy Brooklin,Juan Andres Larrazabal,Karen Gamble,,
28826,0,681,.90m Young Jumpers II,1,1737,Vienna Van't Kiezelhof Lhf,Marcus Gruenthal,Linda Bammann,,
28826,0,681,.90m Young Jumpers II,4,1980,Princess Peach Na,Christoph Schroeder,Wellex Sporthorses,,
28826,0,681,.90m Young Jumpers II,5,2431,Virgules Balou Van 'T Neerhof,Alexandra Goetze Bell,Mi Casa Stable Holdings Inc.,,
28826,0,681,.90m Young Jumpers II,6,2063,Unicorn H Z,Diego Farje,Bobby Malmrose,,
28826,0,681,.90m Young Jumpers II,,1726,As You Are,Miro Frey,Stephanie Frey,,
28827,0,682,.90m Young Jumpers II,1,1435,Hellcat,Megan O'Brien,Megan O'Brien,,
28827,0,682,.90m Young Jumpers II,2,2431,Virgules Balou Van 'T Neerhof,Alexandra Goetze Bell,Mi Casa Stable Holdings Inc.,,
28828,0,683,1.0m Young Jumpers II,1,1757,Frodo,River A. Wylde,River A. Wylde,,
28828,0,683,1.0m Young Jumpers II,1,1825,Cor La Loi Mdm Z,Lia Screnci,Adrianna Schneider,,
28828,0,683,1.0m Young Jumpers II,1,1707,Ally Z,Anne L. Bingler,Anne L. Bingler,,
28828,0,683,1.0m Young Jumpers II,4,1424,Arthur,Stefano Baruzzo,Stefano Baruzzo LLC,,
28828,0,683,1.0m Young Jumpers II,,2431,Virgules Balou Van 'T Neerhof,Alexandra Goetze Bell,Mi Casa Stable Holdings Inc.,,
28829,0,684,1.0m Young Jumpers II,1,1741,Ralvero Vdl,Mike Holtkamp,Mike Holtkamp,,
28829,0,684,1.0m Young Jumpers II,1,1424,Arthur,Stefano Baruzzo,Stefano Baruzzo LLC,,
28830,0,685,1.0m Young Jumpers II,1,1980,Princess Peach Na,Christoph Schroeder,Wellex Sporthorses,,
28830,0,685,1.0m Young Jumpers II,1,2063,Unicorn H Z,Diego Farje,Bobby Malmrose,,
28830,0,685,1.0m Young Jumpers II,1,1855,V Billy Brooklin,Juan Andres Larrazabal,Karen Gamble,,
28830,0,685,1.0m Young Jumpers II,1,1741,Ralvero Vdl,Mike Holtkamp,Mike Holtkamp,,
28830,0,685,1.0m Young Jumpers II,1,1424,Arthur,Stefano Baruzzo,Stefano Baruzzo LLC,,
28830,0,685,1.0m Young Jumpers II,6,1480,Ameko Chaccord,Taylor Manning,Kari Gilley,,
28336,10302,686,1.10m Young Jumpers II,1,2003,Ancelotti,Ashley Romano,Ashley Romano,,
28336,10302,686,1.10m Young Jumpers II,1,2341,Diamant's Invincible Na,Jared P. Petersen,Derek Petersen,,
28336,10302,686,1.10m Young Jumpers II,1,1215,Temptation V/H Haringvliet Z,Jodie Camberg,Jc Equestrian LLC,,
28336,10302,686,1.10m Young Jumpers II,1,1021,Rover,Kelly Prather,Michael K. Kennedy,,
28336,10302,686,1.10m Young Jumpers II,1,2053,Vanellope C,Gonzalo Guevara,Megan Wheeler,,
28336,10302,686,1.10m Young Jumpers II,1,1513,Ck’s Superman,Bowers A. Cone,Libby Woodworth,,
28336,10302,686,1.10m Young Jumpers II,1,1754,Hollywood Van Het Kapelhof Z,Claire F. Cassidy,"Bully Lane, LLC",,
28336,10302,686,1.10m Young Jumpers II,1,1971,Casimir,Gonzalo Guevara,Thomas Uzdavinis,,
28336,10302,686,1.10m Young Jumpers II,1,2436,Tokio Des Desig,Juan Andres Larrazabal,Kathleen Bassett,,
28336,10302,686,1.10m Young Jumpers II,,1720,Iron Maiden,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28336,10302,686,1.10m Young Jumpers II,,2374,Unamy Van De Dry Ringhen,Laura R. Jakubauskas,Carol Lynn Richards,,
28337,10302,687,1.10m Young Jumpers II,1,1740,Everest,Margaret L. Swanson,Mike Holtkamp,,
28337,10302,687,1.10m Young Jumpers II,1,2003,Ancelotti,Ashley Romano,Ashley Romano,,
28337,10302,687,1.10m Young Jumpers II,1,2341,Diamant's Invincible Na,Jared P. Petersen,Derek Petersen,,
28337,10302,687,1.10m Young Jumpers II,1,2053,Vanellope C,Gonzalo Guevara,Megan Wheeler,,
28337,10302,687,1.10m Young Jumpers II,1,2374,Unamy Van De Dry Ringhen,Laura R. Jakubauskas,Carol Lynn Richards,,
28337,10302,687,1.10m Young Jumpers II,1,1513,Ck’s Superman,Libby Woodworth,Libby Woodworth,,
28337,10302,687,1.10m Young Jumpers II,1,2436,Tokio Des Desig,Juan Andres Larrazabal,Kathleen Bassett,,
28337,10302,687,1.10m Young Jumpers II,1,1825,Cor La Loi Mdm Z,Lia Screnci,Adrianna Schneider,,
28337,10302,687,1.10m Young Jumpers II,,1021,Rover,Kelly Prather,Michael K. Kennedy,,
28337,10302,687,1.10m Young Jumpers II,,1707,Ally Z,Anne L. Bingler,Anne L. Bingler,,
28337,10302,687,1.10m Young Jumpers II,,1720,Iron Maiden,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28337,10302,687,1.10m Young Jumpers II,,1971,Casimir,Gonzalo Guevara,Thomas Uzdavinis,,
28338,10302,688,1.10m YoungJumpers II,1,1754,Hollywood Van Het Kapelhof Z,Claire F. Cassidy,"Bully Lane, LLC",,
28338,10302,688,1.10m YoungJumpers II,1,1707,Ally Z,Anne L. Bingler,Anne L. Bingler,,
28338,10302,688,1.10m YoungJumpers II,1,2436,Tokio Des Desig,Juan Andres Larrazabal,Kathleen Bassett,,
28338,10302,688,1.10m YoungJumpers II,1,1825,Cor La Loi Mdm Z,Lia Screnci,Adrianna Schneider,,
28338,10302,688,1.10m YoungJumpers II,1,1757,Frodo,River A. Wylde,River A. Wylde,,
28338,10302,688,1.10m YoungJumpers II,1,1513,Ck’s Superman,Libby Woodworth,Libby Woodworth,,
28338,10302,688,1.10m YoungJumpers II,1,2003,Ancelotti,Ashley Romano,Ashley Romano,,
28338,10302,688,1.10m YoungJumpers II,1,2556,Der Mond,Porter Tobin,Porter Tobin,,
28338,10302,688,1.10m YoungJumpers II,,1740,Everest,Margaret L. Swanson,Mike Holtkamp,,
28338,10302,688,1.10m YoungJumpers II,,1971,Casimir,Gonzalo Guevara,Thomas Uzdavinis,,
28338,10302,688,1.10m YoungJumpers II,,2018,Anton Der Zweite 2,Laura R. Jakubauskas,Cheryl Buxton,,
28338,10302,688,1.10m YoungJumpers II,,2053,Vanellope C,Gonzalo Guevara,Megan Wheeler,,
28339,10304,689,1.20m Young Jumpers II.1,1,1735,Cachaca Pitu Lhf,Marcus Gruenthal,Linda Bammann,,
28339,10304,689,1.20m Young Jumpers II.1,2,1979,Dallin Na,Christoph Schroeder,Christoph Schroeder,,
28339,10304,689,1.20m Young Jumpers II.1,3,1743,Tillman,Aidan Murphy,Sally Wiley,,
28339,10304,689,1.20m Young Jumpers II.1,4,2342,Diamant's Legendary Na,Derek Petersen,Derek Petersen,,
28339,10304,689,1.20m Young Jumpers II.1,5,2018,Anton Der Zweite 2,Laura R. Jakubauskas,Cheryl Buxton,,
28339,10304,689,1.20m Young Jumpers II.1,6,2069,Bizzy Sh,Jordan Petersen,Renee Gruenthal,,
28339,10304,689,1.20m Young Jumpers II.1,7,1710,Baloumar Tw 39,Amanda Flint,39 Fields LLC,,
28339,10304,689,1.20m Young Jumpers II.1,8,2408,Brightest Star Orf Z,Jenna P. Friedman-Lopez,"Oakridge Farm Performance Horses, LLC",,
28339,10304,689,1.20m Young Jumpers II.1,9,1245,Lucien II Hs,Brittni A. Raflowitz,"Hyperion Stud, LLC",,
28339,10304,689,1.20m Young Jumpers II.1,,1560,Online Hdh,Evita Hermans,Mike Holtkamp,,
28339,10304,689,1.20m Young Jumpers II.1,,1705,Pi-Air,Riley Delbecq,"Todd Minikus, LTD",,
28339,10304,689,1.20m Young Jumpers II.1,,1721,Metallica,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28339,10304,689,1.20m Young Jumpers II.1,,1722,Rhubarb And Custard Os,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28339,10304,689,1.20m Young Jumpers II.1,,1970,Vdl Palermo,Dani Gascoigne,Dani Gascoigne,,
28339,10304,689,1.20m Young Jumpers II.1,,2036,Diablue Sh Z,Jared P. Petersen,Jordan Petersen,,
28339,10304,689,1.20m Young Jumpers II.1,,2045,Don Daddy Z,Mari Gromkowski,Laura G. Fitzgerald,,
28339,10304,689,1.20m Young Jumpers II.1,,2061,Narmer Z,Bobby Malmrose,Bobby Malmrose,,
28339,10304,689,1.20m Young Jumpers II.1,,2197,King William,Sharn L. Wordley,Della Wordley,,
28339,10304,689,1.20m Young Jumpers II.1,,2199,Tobias Van Kreyel Mc,Lauren Balcomb,Jessica Steindorff,,
28339,10304,689,1.20m Young Jumpers II.1,,2360,Cassaderra Na,Taryn M. Adamy,Taryn M. Adamy,,
28340,10304,690,1.20m Young Jumpers II.2d,1,1721,Metallica,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28340,10304,690,1.20m Young Jumpers II.2d,2,1327,Online,Clark Montgomery,Clark Montgomery,,
28340,10304,690,1.20m Young Jumpers II.2d,3,2061,Narmer Z,Bobby Malmrose,Bobby Malmrose,,
28340,10304,690,1.20m Young Jumpers II.2d,4,2408,Brightest Star Orf Z,Jenna P. Friedman-Lopez,"Oakridge Farm Performance Horses, LLC",,
28340,10304,690,1.20m Young Jumpers II.2d,5,2045,Don Daddy Z,Mari Gromkowski,Laura G. Fitzgerald,,
28340,10304,690,1.20m Young Jumpers II.2d,6,2463,Eq Scorpio,Diego Farje,Diego Farje,,
28340,10304,690,1.20m Young Jumpers II.2d,7,1979,Dallin Na,Christoph Schroeder,Christoph Schroeder,,
28340,10304,690,1.20m Young Jumpers II.2d,8,1735,Cachaca Pitu Lhf,Marcus Gruenthal,Linda Bammann,,
28340,10304,690,1.20m Young Jumpers II.2d,9,1722,Rhubarb And Custard Os,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28340,10304,690,1.20m Young Jumpers II.2d,,1215,Temptation V/H Haringvliet Z,Jodie Camberg,Jc Equestrian LLC,,
28340,10304,690,1.20m Young Jumpers II.2d,,1245,Lucien II Hs,Brittni A. Raflowitz,"Hyperion Stud, LLC",,
28340,10304,690,1.20m Young Jumpers II.2d,,1560,Online Hdh,Evita Hermans,Mike Holtkamp,,
28340,10304,690,1.20m Young Jumpers II.2d,,1705,Pi-Air,Riley Delbecq,"Todd Minikus, LTD",,
28340,10304,690,1.20m Young Jumpers II.2d,,1710,Baloumar Tw 39,Amanda Flint,39 Fields LLC,,
28340,10304,690,1.20m Young Jumpers II.2d,,1743,Tillman,Aidan Murphy,Sally Wiley,,
28340,10304,690,1.20m Young Jumpers II.2d,,1970,Vdl Palermo,Dani Gascoigne,Dani Gascoigne,,
28340,10304,690,1.20m Young Jumpers II.2d,,2018,Anton Der Zweite 2,Laura R. Jakubauskas,Cheryl Buxton,,
28340,10304,690,1.20m Young Jumpers II.2d,,2036,Diablue Sh Z,Jared P. Petersen,Jordan Petersen,,
28340,10304,690,1.20m Young Jumpers II.2d,,2069,Bizzy Sh,Jordan Petersen,Renee Gruenthal,,
28340,10304,690,1.20m Young Jumpers II.2d,,2199,Tobias Van Kreyel Mc,Lauren Balcomb,Jessica Steindorff,,
28340,10304,690,1.20m Young Jumpers II.2d,,2342,Diamant's Legendary Na,Derek Petersen,Derek Petersen,,
28340,10304,690,1.20m Young Jumpers II.2d,,2360,Cassaderra Na,Taryn M. Adamy,Taryn M. Adamy,,
28340,10304,690,1.20m Young Jumpers II.2d,,2434,Zorro Pj,Agustin Rosales,St. Bride's Farm,,
28340,10304,690,1.20m Young Jumpers II.2d,,2465,Tranquilo Van 'T Valissenhof,Diego Farje,Sharn L. Wordley,,
28341,10304,691,1.20m Young Jumpers II.2b,1,1735,Cachaca Pitu Lhf,Marcus Gruenthal,Linda Bammann,,
28341,10304,691,1.20m Young Jumpers II.2b,2,2069,Bizzy Sh,Jordan Petersen,Renee Gruenthal,,
28341,10304,691,1.20m Young Jumpers II.2b,3,2036,Diablue Sh Z,Jared P. Petersen,Jordan Petersen,,
28341,10304,691,1.20m Young Jumpers II.2b,4,1721,Metallica,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28341,10304,691,1.20m Young Jumpers II.2b,5,2463,Eq Scorpio,Diego Farje,Diego Farje,,
28341,10304,691,1.20m Young Jumpers II.2b,6,1560,Online Hdh,Evita Hermans,Mike Holtkamp,,
28341,10304,691,1.20m Young Jumpers II.2b,7,2045,Don Daddy Z,Mari Gromkowski,Laura G. Fitzgerald,,
28341,10304,691,1.20m Young Jumpers II.2b,8,2360,Cassaderra Na,Taryn M. Adamy,Taryn M. Adamy,,
28341,10304,691,1.20m Young Jumpers II.2b,,1705,Pi-Air,Riley Delbecq,"Todd Minikus, LTD",,
28341,10304,691,1.20m Young Jumpers II.2b,,1710,Baloumar Tw 39,Amanda Flint,39 Fields LLC,,
28341,10304,691,1.20m Young Jumpers II.2b,,1722,Rhubarb And Custard Os,Justine L. Dutton Barnard,Justine L. Dutton Barnard,,
28341,10304,691,1.20m Young Jumpers II.2b,,1743,Tillman,Aidan Murphy,Sally Wiley,,
28341,10304,691,1.20m Young Jumpers II.2b,,1970,Vdl Palermo,Dani Gascoigne,Dani Gascoigne,,
28341,10304,691,1.20m Young Jumpers II.2b,,2061,Narmer Z,Bobby Malmrose,Bobby Malmrose,,
28341,10304,691,1.20m Young Jumpers II.2b,,2067,Oberon R-E,Isabella Freeburg,"Redwood Farm, LLC",,
28341,10304,691,1.20m Young Jumpers II.2b,,2197,King William,Sharn L. Wordley,Della Wordley,,
28341,10304,691,1.20m Young Jumpers II.2b,,2408,Brightest Star Orf Z,Jenna P. Friedman-Lopez,"Oakridge Farm Performance Horses, LLC",,
28342,10305,692,1.30m Young Jumper II.1,1,1860,Crusader,Marcus Gruenthal,Marcus Gruenthal,,
28342,10305,692,1.30m Young Jumper II.1,2,1711,Comme Monday Z,Amanda Flint,"Red Oak Partners, LLC",,
28342,10305,692,1.30m Young Jumper II.1,3,1246,Redbull 33 Vdh,Brittni A. Raflowitz,Esi Show Jumpers,,
28342,10305,692,1.30m Young Jumper II.1,4,1732,Canuto,Amanda Flint,Amanda Flint,,
28342,10305,692,1.30m Young Jumper II.1,5,1150,C'Est Moi Z,Juan Andres Larrazabal,Tara Cornelius,,
28343,10305,693,1.30m Young Jumper II.2d,1,1711,Comme Monday Z,Amanda Flint,"Red Oak Partners, LLC",,
28343,10305,693,1.30m Young Jumper II.2d,2,2004,Apollo,Ashley Romano,Ashley Romano,,
28343,10305,693,1.30m Young Jumper II.2d,3,1993,Copperfield Ghv Z,Molly Frei,Frei Equestrian LLC,,
28343,10305,693,1.30m Young Jumper II.2d,4,1860,Crusader,Marcus Gruenthal,Marcus Gruenthal,,
28343,10305,693,1.30m Young Jumper II.2d,5,1246,Redbull 33 Vdh,Brittni A. Raflowitz,Esi Show Jumpers,,
28343,10305,693,1.30m Young Jumper II.2d,6,1732,Canuto,Amanda Flint,Amanda Flint,,
28344,10305,694,1.30m Young Jumper II.2b,1,1860,Crusader,Marcus Gruenthal,Marcus Gruenthal,,
28344,10305,694,1.30m Young Jumper II.2b,2,1327,Online,Clark Montgomery,Clark Montgomery,,
28344,10305,694,1.30m Young Jumper II.2b,3,2004,Apollo,Ashley Romano,Ashley Romano,,
28344,10305,694,1.30m Young Jumper II.2b,4,2376,O.hannah Tp,Juan Carlos Arriaga Radilla,Carlos Aguirre,,
28344,10305,694,1.30m Young Jumper II.2b,5,1732,Canuto,Amanda Flint,Amanda Flint,,
28344,10305,694,1.30m Young Jumper II.2b,6,1711,Comme Monday Z,Amanda Flint,"Red Oak Partners, LLC",,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,1,1729,Caleto,Lauren Snellings,Victoria Free Knott,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,2,1034,Cadans Z,Sarah Callahan,"Amberfax Farm, Inc",,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,3,1545,Quincy Too,Sarah Callahan,Unknown Person,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,4,1175,Electric Socks,Ava Koplin,Madison Koplin,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,5,1540,Dk Daisy,Marlee Howard,Marlee Howard,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,6,1527,Lex De Nuit,Naomi Soto,"Slp Show Jumpers, LLC",,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,7,1925,Castielle,Evelyn Mathews,Evelyn Mathews,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,8,1547,Casual Citizen,Kelly A. Hudyman,Kelly A. Hudyman,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1194,Rref Ferrostyle,Hailee Roy,Hailee Roy,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1484,Woodford Reserve,Christina Martin,Unknown Person,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1514,Glamour Des Forets,Esme Desautel,Libby Woodworth,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1516,Grandia,Esme Desautel,Melissa Burns,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1532,Tipsy,Kamryn Stewart,Gabriella Diaz De Arce,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1845,Rival,Brandie Finger,Fabian Herrera,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,1937,Certo 8,Anthony Carroll,Anthony Carroll,,
28798,10308,731,.90m Novice Junior/Amateur Jumper II.1,,2382,L’intentionnel,Mina Godden,Alexis Brayboy,,
28799,10308,732,.90m Novice Junior/Amateur Jumper II.2d,1,1175,Electric Socks,Ava Koplin,Madison Koplin,,
